4 1708679549 0.000000 1 0.000000 0.000000 0.000000
5 1708679549 0.000000 1 0.000000 0.000000 0.000000
6 1708679549 0.000000 1 0.000000 0.000000 0.000000
7 1708679549 0.000000 1 0.000000 0.000000 0.000000
4 1708679550 0.000000 1 0.000000 0.000000 0.000000
5 1708679550 0.000000 1 0.000000 0.000000 0.000000
6 1708679550 0.000000 1 0.000000 0.000000 0.000000
7 1708679550 0.000000 1 0.000000 0.000000 0.000000
4 1708679551 0.000000 1 0.000000 0.000000 0.000000
5 1708679551 1.000000 1 1.000000 1.000000 1.000000
6 1708679551 0.000000 1 0.000000 0.000000 0.000000
7 1708679551 0.000000 1 0.000000 0.000000 0.000000
4 1708679552 1.000000 1 1.000000 1.000000 1.000000
5 1708679552 0.000000 1 0.000000 0.000000 0.000000
6 1708679552 0.000000 1 0.000000 0.000000 0.000000
7 1708679552 0.000000 1 0.000000 0.000000 0.000000
4 1708679553 1.000000 1 1.000000 1.000000 1.000000
5 1708679553 0.000000 1 0.000000 0.000000 0.000000
6 1708679553 0.000000 1 0.000000 0.000000 0.000000
7 1708679553 0.000000 1 0.000000 0.000000 0.000000
4 1708679554 1.000000 1 1.000000 1.000000 1.000000
5 1708679554 0.000000 1 0.000000 0.000000 0.000000
6 1708679554 0.000000 1 0.000000 0.000000 0.000000
7 1708679554 0.000000 1 0.000000 0.000000 0.000000
4 1708679555 1.000000 1 1.000000 1.000000 1.000000
5 1708679555 0.000000 1 0.000000 0.000000 0.000000
6 1708679555 0.000000 1 0.000000 0.000000 0.000000
7 1708679555 0.000000 1 0.000000 0.000000 0.000000
4 1708679556 1.000000 1 1.000000 1.000000 1.000000
5 1708679556 0.000000 1 0.000000 0.000000 0.000000
6 1708679556 0.000000 1 0.000000 0.000000 0.000000
7 1708679556 0.000000 1 0.000000 0.000000 0.000000
4 1708679557 1.000000 1 1.000000 1.000000 1.000000
5 1708679557 0.000000 1 0.000000 0.000000 0.000000
6 1708679557 0.000000 1 0.000000 0.000000 0.000000
7 1708679557 0.000000 1 0.000000 0.000000 0.000000
4 1708679558 1.000000 1 1.000000 1.000000 1.000000
5 1708679558 0.000000 1 0.000000 0.000000 0.000000
6 1708679558 0.000000 1 0.000000 0.000000 0.000000
7 1708679558 0.000000 1 0.000000 0.000000 0.000000
4 1708679559 1.000000 1 1.000000 1.000000 1.000000
5 1708679559 0.000000 1 0.000000 0.000000 0.000000
6 1708679559 0.000000 1 0.000000 0.000000 0.000000
7 1708679559 0.000000 1 0.000000 0.000000 0.000000
4 1708679560 1.000000 1 1.000000 1.000000 1.000000
5 1708679560 0.000000 1 0.000000 0.000000 0.000000
6 1708679560 0.000000 1 0.000000 0.000000 0.000000
7 1708679560 0.000000 1 0.000000 0.000000 0.000000
4 1708679561 1.000000 1 1.000000 1.000000 1.000000
5 1708679561 0.000000 1 0.000000 0.000000 0.000000
6 1708679561 0.000000 1 0.000000 0.000000 0.000000
7 1708679561 0.000000 1 0.000000 0.000000 0.000000
4 1708679562 1.000000 1 1.000000 1.000000 1.000000
5 1708679562 0.000000 1 0.000000 0.000000 0.000000
6 1708679562 0.000000 1 0.000000 0.000000 0.000000
7 1708679562 0.000000 1 0.000000 0.000000 0.000000
4 1708679563 1.000000 1 1.000000 1.000000 1.000000
5 1708679563 0.000000 1 0.000000 0.000000 0.000000
6 1708679563 0.000000 1 0.000000 0.000000 0.000000
7 1708679563 0.000000 1 0.000000 0.000000 0.000000
4 1708679564 1.000000 1 1.000000 1.000000 1.000000
5 1708679564 0.000000 1 0.000000 0.000000 0.000000
6 1708679564 0.000000 1 0.000000 0.000000 0.000000
7 1708679564 0.000000 1 0.000000 0.000000 0.000000
4 1708679565 2.000000 1 2.000000 2.000000 2.000000
5 1708679565 0.000000 1 0.000000 0.000000 0.000000
6 1708679565 0.000000 1 0.000000 0.000000 0.000000
7 1708679565 0.000000 1 0.000000 0.000000 0.000000
4 1708679566 2.000000 1 2.000000 2.000000 2.000000
5 1708679566 0.000000 1 0.000000 0.000000 0.000000
6 1708679566 0.000000 1 0.000000 0.000000 0.000000
7 1708679566 0.000000 1 0.000000 0.000000 0.000000
4 1708679567 2.000000 1 2.000000 2.000000 2.000000
5 1708679567 0.000000 1 0.000000 0.000000 0.000000
6 1708679567 0.000000 1 0.000000 0.000000 0.000000
