12 1708665938 26167.400000 1 26167.400000 26167.400000 26167.400000
12 1708665943 36489.600000 1 36489.600000 36489.600000 36489.600000
12 1708665948 34305.800000 1 34305.800000 34305.800000 34305.800000
12 1708665953 50837.200000 2 50837.200000 50837.200000 50837.200000
12 1708665958 45496.200000 2 45496.200000 45496.200000 45496.200000
12 1708665963 37432.800000 2 37432.800000 37432.800000 37432.800000
12 1708665968 50830.600000 2 50830.600000 50830.600000 50830.600000
12 1708665973 30202.200000 2 30202.200000 30202.200000 30202.200000
12 1708665978 35065.400000 2 35065.400000 35065.400000 35065.400000
12 1708665983 24999.400000 1 24999.400000 24999.400000 24999.400000
12 1708665988 17838.200000 2 17838.200000 17838.200000 17838.200000
12 1708665993 218.400000 1 218.400000 218.400000 218.400000
12 1708665998 23663.400000 1 23663.400000 23663.400000 23663.400000
12 1708666003 1417.800000 1 1417.800000 1417.800000 1417.800000
12 1708666013 6121.600000 1 6121.600000 6121.600000 6121.600000
12 1708666018 218.400000 1 218.400000 218.400000 218.400000
12 1708666038 30746.000000 1 30746.000000 30746.000000 30746.000000
12 1708666043 3098.600000 1 3098.600000 3098.600000 3098.600000
12 1708666053 30747.200000 1 30747.200000 30747.200000 30747.200000
12 1708666058 3098.200000 1 3098.200000 3098.200000 3098.200000
12 1708666063 30745.600000 1 30745.600000 30745.600000 30745.600000
12 1708666073 29321.800000 2 29321.800000 29321.800000 29321.800000
12 1708666078 1682.800000 1 1682.800000 1682.800000 1682.800000
12 1708666083 26541.800000 1 26541.800000 26541.800000 26541.800000
12 1708666088 1686.000000 1 1686.000000 1686.000000 1686.000000
12 1708666098 69030.400000 2 69030.400000 69030.400000 69030.400000
12 1708666103 196990.800000 3 196990.800000 196990.800000 196990.800000
12 1708666108 230695.600000 1 230695.600000 230695.600000 230695.600000
12 1708666113 7425.600000 2 7425.600000 7425.600000 7425.600000
12 1708666123 5285.400000 1 5285.400000 5285.400000 5285.400000
12 1708666128 229900.800000 1 229900.800000 229900.800000 229900.800000
12 1708666133 13059.000000 1 13059.000000 13059.000000 13059.000000
