"Relative Time","Hits"
"00:00","0.25"
"00:16","0.25"
"00:32","0.25"
"00:48","0.438"
"01:04","0.438"
"01:20","0.688"
"01:36","0.313"
"01:52","0.625"
"02:08","0.375"
"02:24","0"
"02:40","0.438"
"02:56","0.438"
"03:12","0.813"
"03:28","0.625"
"03:44","0.25"
"04:00","0"
"04:16","0.438"
"04:32","0.438"
"04:48","0.688"
"05:04","0.625"
"05:20","0.625"
"05:36","0.375"
"05:52","0"
"06:08","0.438"
"06:24","1"
"06:40","0.5"
"06:56","0.813"
"07:12","0.938"
"07:28","0.25"
"07:44","0.4"
